text,category,category_weight,urgency_score,priority_score,label
i have been procrastinating so badly this semester that i now have four weeks worth of work to do in one week and the stress is overwhelming and i dont know where to even start,Academic Stress,4,0.56,4.62,medium
I am struggling to understand the course material and feel behind.,Academic Stress,4,0.55,4.6,medium
I need help with time management because I am falling behind.,Academic Stress,4,0.55,4.6,medium
I have been failing to submit assignments not because I do not understand the work but because I have been dealing with a family crisis at home and I cannot bring myself to focus on academic tasks,Academic Stress,4,0.55,4.6,medium
i missed the first two weeks of semester because i was sick and now i am completley lost in all my modules and i dont know how to catch up without missing what is currently being taught,Academic Stress,4,0.55,4.6,medium
I have too many assignments and I cannot rest.,Academic Stress,4,0.58,4.58,medium
Group project members are not cooperating and I am doing everything alone.,Academic Stress,4,0.54,4.58,medium
I have been absent from campus due to a family illness and I am behind.,Academic Stress,4,0.54,4.58,medium
i dont really know how to write a literature review and my supervisor expects me to know and i am too embarased to say i dont and i have been staring at a blank page for two weeks,Academic Stress,4,0.54,4.58,medium
i submitted a plagiarism appeal three weeks ago and have had no update and the original mark of zero is still showing on my results page and i dont know if anyone is processing it,Academic Stress,4,0.54,4.58,medium
I have been procrastinating because of anxiety and now I am overwhelmed.,Academic Stress,4,0.53,4.56,medium
I slept through an important exam and I need guidance on what to do.,Academic Stress,4,0.53,4.56,medium
my group project members have divided themselves into a clique and are exluding me from discussions and making decisions without me and we have a presentation next week and i dont know what is happening,Academic Stress,4,0.53,4.56,medium
my english is not my first language and writing academic essays in english takes me twice as long as my classmates and i feel like i am always behind and not given enough time in exams,Academic Stress,4,0.53,4.56,medium
my attendance has dropped this semester because of a combination of reasons including transport cost health and motivation and i am worried about what happens if i fall below the required threshold,Academic Stress,4,0.53,4.56,medium
I feel like I am not cut out for research and every time I sit down to work on my thesis I feel overwhelmed and end up doing anything else to avoid it and the deadline keeps getting closer,Academic Stress,4,0.53,4.56,medium
my relationship with my thesis topic has become toxic and i dread working on it and i wonder if i need to change my focus or take a break but i dont know if either is possible at this stage,Academic Stress,4,0.53,4.56,medium
i feel stuck in a module that I am not allowed to drop but cannot pass and the repeated failure is destroying my GPA and my confidence and I do not know what my options are,Academic Stress,4,0.53,4.56,medium
my attendance is just below the threshold for automatic exclusion and i have valid reasons but they were not officially documented and i am worried about the consequences,Academic Stress,4,0.53,4.56,medium
i was ill for a week at a critical point in the semester and fell behind in a way i have not been able to recover from and the cumulative effect on my marks has been significant,Academic Stress,4,0.53,4.56,medium
my academic record contains an error that incorrectly shows a fail for a module i passed and i have been trying to get it corrected for three months and nobody takes ownership of fixing it,Academic Stress,4,0.53,4.56,medium
I feel lonely but I am trying to cope.,Academic Stress,4,0.52,4.54,medium
My work-study schedule is unsustainable and I am exhausted.,Academic Stress,4,0.52,4.54,medium
I was involved in a minor accident and I am still shaken.,Mental Health,4,0.52,4.54,medium
I have been struggling with a module I do not understand and the lecturer moves too fast and when I email for help I get a one line reply telling me to read the textbook which I already have,Academic Stress,4,0.52,4.54,medium
I broke up with my long-term partner who was also at this university and now we share three modules and seeing them every day is making it impossible to focus and I am falling behind.,Mental Health,4,0.52,4.54,medium
I have been dealing with serious family conflict back home and I am the only one who can mediate and I spend most evenings on the phone managing it instead of studying and I am falling behind,Mental Health,4,0.52,4.54,medium
my part time job has increased my hours without my agreement and i am struggling to say no because i need the money but it is cutting into my study time significantly,Academic Stress,4,0.52,4.54,medium
I have been overwhelmed by the number of assessments this semester and I feel like I am always rushing and never producing work I am actually proud of and it is demoralizing,Academic Stress,4,0.52,4.54,medium
i have been dealing with a legal issue related to my accommodation deposit and i dont understand the process and i dont have money to consult a lawyer and i feel very stuck,Housing Issues,4,0.52,4.54,medium
I have been struggling with perfectionism this semester and I spend so much time trying to make my work flawless that I run out of time and end up submitting late anyway,Academic Stress,4,0.52,4.54,medium
i have been struggling to write academically this semester my ideas feel clear in my head but when i try to put them on paper they come out confused and my marks have been reflecting that,Academic Stress,4,0.52,4.54,medium
my sleep has been very poor for the past two months and i fall asleep in lectures sometimes and i know i should address it but i do not know what is causing it or where to start,Mental Health,4,0.52,4.54,medium
i am struggling with the transition from high school to university where nobody checks on you and you have to self-motivate and i have not adapted as well as i expected to,Academic Stress,4,0.52,4.54,medium
i am not getting along with my assigned roommate at all and our schedules and habits are completely incompatible and i have requested a room change and been told there is a waiting list,Housing Issues,4,0.52,4.54,medium
i feel significantly underprepared for university compared to students from well-resourced schools and the gap in background knowledge is affecting my confidence and performance,Academic Stress,4,0.52,4.54,medium
my project supervisor keeps canceling our meetings and rescheduling and my deadline is approaching and i have had very little guidance and i am not confident my work is on the right track,Academic Stress,4,0.52,4.54,medium
the academic workload this semester is significantly heavier than previous semesters and i feel like i am constantly running to catch up and never actually arriving anywhere,Academic Stress,4,0.52,4.54,medium
i feel like i am constantly performing being a good student without actually being able to learn and absorb the material because of how fast everything moves,Academic Stress,4,0.52,4.54,medium
my confidence in speaking in tutorials has collapsed this year after a few experiences where my contributions were dismissed and i now stay silent even when i have something to say,Mental Health,4,0.52,4.54,medium
i feel like the university environment brings out the worst of my anxiety and i am noticeably better in holidays and that pattern makes me question whether i am in the right place,Mental Health,4,0.52,4.54,medium
i feel like i am not developing the practical skills i expected from my degree and the gap between what we learn and what employers want is causing me anxiety about my future,Academic Stress,4,0.52,4.54,medium
my module assessments are all clustered at the end of semester with very little spread across the term and the pressure in the final weeks is overwhelming,Academic Stress,4,0.52,4.54,medium
i have been struggling with a module that builds on content from a prerequisite i did not take and the gaps in my foundational knowledge are catching up with me,Academic Stress,4,0.52,4.54,medium
my academic schedule leaves no time for rest or recovery and i am starting to feel the effects physically with headaches and fatigue becoming more frequent,Academic Stress,4,0.52,4.54,medium
I find it hard to speak English in academic settings and it affects my confidence.,Academic Stress,4,0.51,4.52,medium
I failed a year and I feel too embarrassed to return to campus.,Academic Stress,4,0.51,4.52,medium
I submitted the wrong file for my major assignment and only realised after the deadline and the lecturer refused to accept a resubmission and I am worried about how it will affect my final mark,Academic Stress,4,0.51,4.52,medium
I am an international student and the cultural adjustment has been harder than I expected and I am struggling to understand social cues and academic expectations and I feel out of place constantly,Academic Stress,4,0.51,4.52,medium
I feel like I cannot talk to my assigned academic advisor because she seems disinterested every time I try to raise concerns and I leave those meetings feeling worse than before I went in,Academic Stress,4,0.51,4.52,medium
my module is being taught by a lecturer who speaks too fast and uses a lot of jargon and the slides are uploaded with no extra notes and i am struggling to keep up with the content,Academic Stress,4,0.51,4.52,medium
i switched majors at the end of first year and i am now slightly behind in some foundational knowledge that the new department assumes students already have and it is very stressful,Academic Stress,4,0.51,4.52,medium
I have been feeling very homesick this semester especially around cultural celebrations that my family observes and not having that community around me has made me feel quite isolated,Mental Health,4,0.51,4.52,medium
i recently got out of a long term relationship and even though it was the right decision i feel lost without that structure in my life and it is affecting how i approach my daily routine,Mental Health,4,0.51,4.52,medium
i have been struggling to keep my accommodation clean because of low mood and it has become a source of shame and conflict and it is now affecting my sleep and my ability to study at home,Housing Issues,4,0.51,4.52,medium
i have been comparing myself negatively to classmates who seem to have everything figured out and it is making me feel inadequate even though i know comparison is not helpful,Mental Health,4,0.51,4.52,medium
i missed several important emails because my university inbox was full and by the time i cleared it i had missed deadlines i was not even aware of and i dont know how to appeal this,Academic Stress,4,0.51,4.52,medium
i dont have a mentor or role model in my field who looks like me and comes from a similar background and i find that absence really affects my sense of whether i belong and can succeed here,Mental Health,4,0.51,4.52,medium
my phone was used by someone without my permission and private messages were read and shared and while it was not a physical assault it felt like a serious violation of my privacy,Mental Health,4,0.51,4.52,medium
my grades dropped after I changed modules and the new module has a completely different marking style and I do not understand what is expected of me and I feel too embarrassed to ask,Academic Stress,4,0.51,4.52,medium
i have a complex relationship with my identity at university where i present differently in different spaces and the effort of code-switching all the time is exhausting and takes energy i need for studying,Mental Health,4,0.51,4.52,medium
i feel like my department assumes a level of cultural knowledge in the curriculum that students like me from different backgrounds simply do not have and nobody has offered to bridge that gap,Academic Stress,4,0.51,4.52,medium
i feel guilty about how little i have achieved this semester compared to my first year and i know comparing is unfair but i cannot shake the feeling that i have wasted this year,Mental Health,4,0.51,4.52,medium
i have been feeling disconnected from my studies and struggling to find motivation but i am managing to keep up with submissions even if the quality is not what i want it to be,Academic Stress,4,0.51,4.52,medium
my module has no textbook and relies entirely on lecture slides which are sparse and i am finding it very hard to study for the exam with so little material to work from,Academic Stress,4,0.51,4.52,medium
i have been questioning whether i am in the right field and these doubts are affecting my engagement with my studies and i would benefit from some career guidance,Academic Stress,4,0.51,4.52,medium
i feel overwhelmed when thinking about life after graduation and the job market and i would benefit from structured support around career planning and next steps,Academic Stress,4,0.51,4.52,medium
I do not understand how to register for next semester and the deadline is close.,Academic Guidance,4,0.5,4.5,medium
My phone was stolen and I cannot access online learning platforms.,Financial Problems,4,0.5,4.5,medium
I cannot concentrate in exams because of test anxiety.,Mental Health,4,0.5,4.5,medium
i have been having constant conflict with my roomate about cleaning and noise and guests and it has made the flat feel toxic and i dread going home after class every day,Mental Health,4,0.5,4.5,medium
I feel like my degree was the wrong choice but I am two years in and I do not know whether to change courses or push through and the uncertainty is causing me a lot of anxiety,Academic Stress,4,0.5,4.5,medium
I have gained significant weight this semester due to stress eating and it is affecting my confidence and self-image and I am not sure whether to seek help for it or whether it will resolve on its own,Mental Health,4,0.5,4.5,medium
i struggle a lot with time management and procrastination and i have watched all the youtube videos and read all the articles and nothing seems to work for me long term and i need real help,Academic Stress,4,0.5,4.5,medium
i find it really hard to ask for help when i dont understand something in class because i am scared of looking stupid and then i fall further behind trying to figure things out on my own,Academic Stress,4,0.5,4.5,medium
my lab partner is unreliable and keeps missing our scheduled sessions and I end up doing double the work to keep up and it is not fair but I do not want to cause conflict,Academic Stress,4,0.5,4.5,medium
my parents do not understand university culture and they do not see why I need to spend time on campus after hours for group work and studying and it creates a lot of conflict at home,Mental Health,4,0.5,4.5,medium
my friend group has shifted this semester and I feel left out of plans and conversations and I know it is probably not intentional but it still affects my mood and sense of belonging on campus,Mental Health,4,0.5,4.5,medium
i feel like I am constantly behind in life compared to my peers outside of university who are already working and earning and I question whether my degree is worth the sacrifices I am making,Mental Health,4,0.5,4.5,medium
my residence does not have a quiet study space and the common areas are always noisy and i cannot afford to go to coffee shops to study and i need somewhere to go,Housing Issues,4,0.5,4.5,medium
i have been trying to transfer to another university for a year and the process has been confusing and slow and i am stuck in a program i no longer want to be in and it is affecting my motivation,Academic Stress,4,0.5,4.5,medium
i have been finding it difficult to set boundaries with classmates who want my help all the time and i end up spending hours on their problems and falling behind on my own work,Mental Health,4,0.5,4.5,medium
i feel like i give more to friendships than i receive and it has left me feeling drained and undervalued and i dont know whether to address it directly or just slowly pull back,Mental Health,4,0.5,4.5,medium
i have been dealing with a skin condition that has flared up badly this semester and the physical discomfort and self-consciousness about my appearance have been affecting my confidence in class,Mental Health,4,0.5,4.5,medium
i had a close friend at university who transferred to another institution and since they left i have felt much lonelier and i have not been able to fill that gap with new friendships,Mental Health,4,0.5,4.5,medium
i missed out on a competitive opportunity because nobody told me about it and it was shared only in a group chat that I had been excluded from and I found out after the deadline passed,Academic Stress,4,0.5,4.5,medium
i have been struggling with religious doubt since starting university and while i dont think its something the university can help with it has destabilised a big part of how i understood myself,Mental Health,4,0.5,4.5,medium
my flat has persistent plumbing issues that the landlord keeps promising to fix and never does and it is inconvenient and frustrating but not yet a safety issue,Housing Issues,4,0.5,4.5,medium
i have been dealing with a conflict in my close friend group that has made the social environment on campus feel tense and it is affecting my enjoyment of university life,Mental Health,4,0.5,4.5,medium
my relationship with a housemate has become strained and the tension in our shared space is affecting my ability to study and relax at home,Housing Issues,4,0.5,4.5,medium
i have been dealing with some personal issues that i prefer not to detail but they have affected my attendance and i want to know what documentation i need to provide,Academic Stress,4,0.5,4.5,medium
I feel like my lecturers are dismissive when I ask questions.,Academic Stress,4,0.49,4.48,medium
my faith community at home is a big part of my identity and i havent found anything similar at university and the absence of that support structure is affecting me more than i expected,Mental Health,4,0.49,4.48,medium
i feel like i am not making the most of my time at university and i want to be more intentional about how i use my years here both academically and personally,Academic Stress,4,0.49,4.48,medium
I need a mentor but I do not know how to find one.,Academic Guidance,4,0.48,4.46,medium
my student card expired and accessing campus services has been very complicated since then and the renewal process has taken much longer than it should,Academic Stress,3,0.45,3.9,medium
My laptop battery dies quickly and it slows me down.,Mental Health,3,0.35,5.3,low
I am nervous about an upcoming presentation.,Academic Stress,3,0.4,3.6,low
I find it hard to ask questions in class because I feel shy.,Academic Stress,3,0.38,3.52,low
I had a minor disagreement with a classmate.,Mental Health,3,0.37,3.44,low
My reading list is long and I do not know where to start.,Academic Stress,3,0.36,3.32,low
I am unsure which elective to choose next term.,Mental Health,3,0.35,3.2,low
I sometimes find it hard to balance socializing and studying.,Academic Stress,3,0.34,3.08,low
I need to improve my essay writing skills.,Mental Health,3,0.33,3.06,low
I need to improve my note-taking during lectures.,Mental Health,3,0.33,3.06,low
I forgot my student card and could not access the library.,Academic Stress,3,0.32,3.04,low
I have been waking up late and missing morning lectures.,Academic Stress,3,0.3,3.0,low
I forgot about a small quiz and am disappointed in myself.,Mental Health,3,0.31,2.98,low
I am nervous about my first time presenting to a large group.,Academic Stress,3,0.32,2.94,low
I am adjusting to a new city and feeling a little out of place.,Mental Health,3,0.31,2.9,low
I need advice on how to prepare for semester exams.,Academic Stress,3,0.28,2.88,low
I feel tired after a long week but I am managing.,Academic Stress,3,0.3,2.88,low
I want advice on improving my study habits.,Academic Stress,3,0.3,2.88,low
I spilled water on my laptop and lost all my assignment work.,Academic Stress,3,0.3,2.88,low
I feel a little anxious before group discussions but I manage.,Mental Health,3,0.3,2.88,low
I am a bit stressed about my upcoming presentation but I have practised several times and I think I will be okay I just need some tips on managing nerves on the day,Academic Stress,3,0.3,2.88,low
i am feeling a bit anxious about my mid semester results coming out because i dont know if i did as well as i hoped but i am trying not to overthink it until i see the marks,Mental Health,3,0.3,2.88,low
I could not attend a class because of transport issues today.,Academic Stress,3,0.29,2.86,low
I feel slightly demotivated after receiving average feedback.,Academic Stress,3,0.28,2.84,low
I sometimes feel like I chose the wrong major but I am figuring it out.,Academic Stress,3,0.28,2.84,low
I forgot to save my assignment before submitting and I am not sure the right version was uploaded but it is probably fine I just want to double check the process for resubmission,Academic Stress,3,0.28,2.84,low
I feel like I need to improve my essay writing but I do not know where to start. My marks are average but not failing and I want to push them higher next semester.,Academic Stress,3,0.28,2.84,low
I sometimes feel nervous when I have to work with students I do not know in a group project but once I get talking to them it is usually fine and the anxiety goes away quickly,Mental Health,3,0.28,2.84,low
I have been feeling a bit flat this week but nothing serious I think I just need a good weekend of rest and some time away from books to recharge before the next push,Mental Health,3,0.28,2.84,low
my handwriting is very slow and i sometimes struggle in handwritten exams to finish in time even when i know the content and i wonder if there is any accommodation available for this,Academic Stress,3,0.28,2.84,low
I feel behind after returning from a short holiday.,Academic Stress,3,0.27,2.82,low
i sometimes feel overwhelmed at the start of a new semester when all the due dates are announced at once but once I make a study plan I usually feel better,Academic Stress,3,0.27,2.82,low
i feel slightly behind after taking a few days off during a public holiday weekend and i need to motivate myself to catch up but i am finding it hard to get started again,Academic Stress,3,0.26,2.82,low
i feel slightly overwhelmed this week because three deadlines fall on the same day but i have already started planning and i think i can manage it if i stay focused,Academic Stress,3,0.27,2.82,low
i feel mildly anxious at the beginning of each new topic in a module i find difficult but it usually settles once i have attended the first lecture and done some reading,Mental Health,3,0.26,2.82,low
I feel a little isolated sometimes because I commute from home and do not spend much time on campus after lectures but it is manageable and not something that really affects me deeply,Mental Health,3,0.26,2.82,low
i sometimes compare myself to classmates who seem to grasp content faster and it makes me feel behind but i know that everyone learns differently and i try to remind myself of that,Mental Health,3,0.27,2.82,low
I am a bit stressed about whether my part time job will affect my academic performance this semester but so far I am managing and I think the structure is actually helping me stay organised,Academic Stress,3,0.27,2.82,low
I had a minor disagreement with a friend in my study group and it was resolved by the end of the day but it made me distracted for the morning session,Mental Health,3,0.25,2.78,low
I got a lower mark than I expected on a quiz and it knocked my confidence a little but I went back through the material and I understand where I went wrong now,Academic Stress,3,0.25,2.78,low
I feel slightly nervous about approaching my lecturer during office hours because I do not want to seem like I did not understand the lecture but I know I should just go and ask,Mental Health,3,0.25,2.78,low
sometimes i feel like i chose the right degree but the wrong university and i wonder if i would be happier somewhere else but it is a passing feeling and i am not seriously considering transferring,Mental Health,3,0.25,2.78,low
I get mildly anxious before every exam even when I have prepared well and I would like to learn some strategies for managing pre-exam nerves,Mental Health,3,0.25,2.78,low
i have been a bit anxious about a module that I struggle with but I have made an appointment to speak to the tutor and I think that will help clarify things,Academic Stress,3,0.25,2.78,low
I need to find a quiet place to study off campus.,Academic Stress,3,0.29,2.76,low
i dont love my degree but i am in the final year and plan to finish it and then explore options afterwards so it is manageable even if it is not what i imagined it would be,Academic Stress,3,0.24,2.76,low
i felt embarrassed during a tutorial when the lecturer pointed out an error in my work in front of others but it was a minor moment and i have moved past it,Mental Health,3,0.24,2.76,low
I find it harder to stay motivated toward the end of semester and I would appreciate tips on maintaining momentum in the final weeks before exams,Academic Stress,3,0.24,2.76,low
I feel slightly self-conscious about my writing in English because it is my second language but my marks have been good so I think I am managing better than I feel,Mental Health,3,0.24,2.76,low
i feel slightly underprepared for a seminar presentation next week but i have time to fix that if i focus this weekend and i have done it before and it usually goes fine,Academic Stress,3,0.24,2.76,low
I sometimes find it hard to switch off from studying at the end of the day and I lie in bed thinking about academic tasks but it has not seriously affected my sleep,Mental Health,3,0.23,2.76,low
my seminar contribution has been lower than i want it to be this semester mainly because i take time to formulate thoughts and the conversation often moves on before i am ready to speak,Mental Health,3,0.23,2.76,low
i need to figure out how to pace my thesis writing better because i tend to work in long intense bursts and then crash and the output is inconsistent and hard to sustain,Academic Stress,3,0.23,2.76,low
I feel a mild pressure from family to get top marks every semester and while it is well-intentioned it adds stress and I would like strategies for managing external academic expectations,Mental Health,3,0.22,2.76,low
i have been feeling slightly more stressed than usual this week due to a number of small things happening at once but nothing that is genuinely causing me serious difficulty,Mental Health,3,0.22,2.76,low
I need help understanding the registration process.,Academic Stress,3,0.27,2.74,low
I feel a bit behind after a short illness last week.,Academic Stress,3,0.28,2.72,low
I could not find a study space on campus today.,Academic Stress,3,0.25,2.7,low
I need guidance on how to email a lecturer professionally.,Mental Health,3,0.26,2.7,low
Where can I get counseling services on campus?,Academic Stress,3,0.25,2.68,low
I am unsure how to reference sources in APA format.,Academic Stress,2,0.24,2.64,low
My study group meets at a time that conflicts with my schedule.,Academic Stress,2,0.23,2.6,low
My printer broke and I could not submit a physical assignment.,Academic Stress,2,0.22,2.52,low
Can someone explain scholarship opportunities available?,Academic Stress,2,0.22,2.52,low
I feel slightly anxious about meeting new people this semester.,Academic Stress,2,0.21,2.5,low
I have been feeling slightly unmotivated this week.,Academic Stress,2,0.2,2.48,low
I got a lower grade than expected and want to do better.,Academic Stress,2,0.2,2.48,low
I feel a bit overwhelmed by the amount of reading required.,Academic Stress,2,0.18,2.44,low
I would like guidance on choosing my courses.,Academic Stress,2,0.19,2.44,low
My Wi-Fi keeps disconnecting during online lectures.,Academic Stress,2,0.22,2.22,low
I find early morning lectures hard because I am not a morning person and my concentration is low in the first hour but I always catch up with the recordings later,Academic Stress,2,0.22,2.22,low
i missed a tutorial and found out later there was important information shared in it that was not recorded and i had to get notes from three different people to piece it together,Academic Stress,2,0.22,2.22,low
I am a bit worried about a test next week but I have been attending every class and I think if I review my notes this weekend I should be fine,Academic Stress,2,0.22,2.22,low
I need advice on how to manage my time between two part-time jobs.,Academic Guidance,2,0.21,2.21,low
I need to improve my reading speed because I fall behind on the weekly readings and by the time lectures come around I have only read half of what I was supposed to,Academic Stress,2,0.21,2.21,low
my concentration dips in the afternoon after a long morning of lectures and i sometimes read the same paragraph multiple times without it sinking in which is a bit frustrating,Academic Stress,2,0.21,2.21,low
I need to improve my exam technique because I tend to run out of time even when I know the content well and I want to practice past papers under timed conditions before the finals,Academic Stress,2,0.21,2.21,low
I need tips on how to stay focused during long study sessions.,Academic Guidance,2,0.2,2.2,low
I want to improve my public speaking but I do not know where to start.,Academic Guidance,2,0.2,2.2,low
i slept through my alarm and missed a morning lecture today and i feel bad about it but it was just one class and i have already asked a classmate for the notes,Academic Stress,2,0.2,2.2,low
my study space at home is noisy because i live with a big family and i sometimes struggle to focus but i manage by using the library during busy periods,Academic Stress,2,0.2,2.2,low
my timetable this semester is a bit scattered with big gaps between lectures and i am struggling to use those gaps productively instead of just sitting on my phone,Academic Stress,2,0.2,2.2,low
my computer mouse stopped working during an online exam and i panicked but managed to complete it using keyboard shortcuts and reported the issue to the lecturer afterwards,Academic Stress,2,0.2,2.2,low
I failed a small class test but it only counts for five percent so it will not impact my final mark much and I have used it to identify areas I need to focus on going forward,Academic Stress,2,0.2,2.2,low
i missed a tutorial recording and the link expired and i need to ask the tutor for access but i keep forgetting to send the email and falling further behind,Academic Stress,2,0.2,2.2,low
my mentor meeting was rescheduled twice and I have not received feedback on a draft I submitted four weeks ago and I would like to follow up but am not sure how to phrase the email,Academic Stress,2,0.2,2.2,low
I accidentally submitted a draft instead of my final essay and caught it within an hour and the lecturer allowed me to resubmit but it was a stressful experience I want to avoid in future,Academic Stress,2,0.2,2.2,low
i feel a little anxious about an upcoming test but i have started revising and i expect that anxiety to reduce as i feel more prepared over the next few days,Academic Stress,2,0.2,2.2,low
I find reading long academic papers tiring and I need strategies.,Academic Guidance,2,0.19,2.19,low
sometimes campus food options dont suit my dietary requirements and i end up spending more money than planned eating off campus which adds up over the semester,Academic Stress,2,0.19,2.19,low
I feel like I could be more organized with my notes and I want to find a better system before the end of semester exams so I am not scrambling through pages of disorganized content,Academic Stress,2,0.19,2.19,low
i feel like i do not take good enough notes during lectures and i end up going back to record readings and spending more time than necessary when studying and i want to get better at it,Academic Stress,2,0.19,2.19,low
I feel slightly behind after taking a long weekend but I have a plan to catch up and I just need to stick to it this week,Academic Stress,2,0.19,2.19,low
my reading list has some texts that are hard to find in the library and I have been unable to access them and I am not sure what the alternative is,Academic Stress,2,0.19,2.19,low
i need to improve my exam time management because i always leave the last question rushed but my overall results have still been passing so it is more of a refinement than a crisis,Academic Stress,2,0.19,2.19,low
i have been slightly behind on my reading for one module and i plan to catch up this week before the content in the lectures makes it obvious that i havent done the work,Academic Stress,2,0.19,2.19,low
I need help understanding how to use the university library database.,Academic Guidance,2,0.18,2.18,low
I keep forgetting to check my university email regularly.,Academic Stress,2,0.18,2.18,low
my printer ran out of ink the morning my assignment was due and i had to find a print shop and i was five minutes late dropping it off which was stressful but it worked out,Academic Stress,2,0.18,2.18,low
i had a small falling out with my roommate about dishes and it was a bit tense for a day but we talked it out and things are back to normal now,Mental Health,2,0.18,2.18,low
my bus to campus is often late and it makes me anxious about arriving on time for early lectures but it has not caused me to miss anything important yet,Academic Stress,2,0.18,2.18,low
i am a first year student and i still dont fully understand how the academic credit system works and i want to make sure i am taking the right number of modules for my qualification,Academic Stress,2,0.18,2.18,low
i feel a bit drained after a long week but a good sleep and some time with friends usually helps me reset and i expect to feel better by monday morning,Mental Health,2,0.18,2.18,low
i got nervous during my oral presentation and lost my place for a moment but i recovered and overall i think it went reasonably well and i am not too worried about the mark,Mental Health,2,0.18,2.18,low
i have been a bit scattered this week because i had a lot of social plans alongside my academic commitments but i expect to be back on track next week,Academic Stress,2,0.18,2.18,low
i feel a bit overwhelmed when looking at the whole semester plan but when I break it into weekly goals it becomes much more manageable and I usually cope fine,Academic Stress,2,0.18,2.18,low
i sometimes get distracted on social media when I should be studying and I have been trying different apps to help me focus with mixed results,Academic Stress,2,0.18,2.18,low
I feel slightly stressed about the number of readings assigned this week but it is manageable and I have done more in previous weeks so I know I can get through it,Academic Stress,2,0.18,2.18,low
i sometimes find it hard to concentrate in the library because it is too quiet and in my room it is too noisy and i have not found my ideal study environment yet,Academic Stress,2,0.18,2.18,low
i have been going to bed too late most nights this semester and my mornings are suffering for it and i know the solution but i have not been disciplined enough to implement it,Mental Health,2,0.18,2.18,low
I realised I have been formatting my bibliography incorrectly all semester and I need to go back and correct several submitted assignments before the final submission window closes,Academic Stress,2,0.18,2.18,low
i find it hard to concentrate during very long lectures and i tend to switch off after about an hour which means i miss content toward the end of longer sessions,Academic Stress,2,0.18,2.18,low
my phone battery dies quickly and it makes me anxious when i am on campus all day and cannot charge it but i am managing with a portable charger most of the time,Academic Stress,2,0.17,2.17,low
my study group meets at a time that is not ideal for me but i attend anyway because the collaboration helps and i just rearrange my personal schedule to make it work,Academic Stress,2,0.17,2.17,low
i have been a bit tired lately and i think i need to be more intentional about my sleep schedule because late nights have been affecting my mornings,Mental Health,2,0.17,2.17,low
my group has different ideas about how to approach our project and we had a mild disagreement in our last meeting but we resolved it without it becoming a real conflict,Academic Stress,2,0.17,2.17,low
my schedule this semester has back-to-back lectures on Thursdays with no break and it is a long and tiring day but I manage it and I have accepted it as part of this semester,Academic Stress,2,0.17,2.17,low
I sometimes feel a little unmotivated on Monday mornings but a coffee and a short walk to campus usually resolves it and I am always fine once lectures start,Mental Health,2,0.17,2.17,low
I feel slightly nervous about applying for my first internship but it is a good kind of nervous and I am prepared and I just want some last-minute advice on my CV,Academic Stress,2,0.17,2.17,low
I feel like I need to be better at asking questions in class. I often wait until after the session to look up what I did not understand and that slows me down during revision.,Academic Stress,2,0.17,2.17,low
i feel a bit disconnected from my degree this semester and i am hoping the next set of modules will be more interesting to me because the current ones feel very abstract and removed from practice,Academic Stress,2,0.17,2.17,low
i sometimes feel a bit awkward at social events on campus but it is nothing serious and i usually warm up after a while and end up enjoying myself,Mental Health,2,0.17,2.17,low
i forget to check my student email for days at a time and sometimes miss announcements because of it and i know i need to build a better habit of checking it regularly,Academic Stress,2,0.16,2.16,low
my roomate plays music late at night sometimes and it wakes me up but we have a decent relationship and i know if i ask him to use headphones he will be fine about it,Academic Stress,2,0.16,2.16,low
i got feedback that my referencing was inconsistent in my last assignment and i need to go back over the guidelines and make sure i am doing it correctly going forward,Academic Stress,2,0.16,2.16,low
my module coordinator changed mid-semester and the transition was a bit rocky but things have settled down and the new coordinator seems competent and approachable,Academic Stress,2,0.16,2.16,low
i feel a bit uncomfortable in a module where the lecturer uses a very casual teaching style and it takes me a while to adjust to different teaching approaches,Academic Stress,2,0.16,2.16,low
my group presentation partner and I have very different ideas about the visual design of our slides and we need to find a compromise but it has not been a significant conflict,Academic Stress,2,0.16,2.16,low
my roommate and i have different sleep schedules and while we have discussed it and reached a workable compromise it is still occasionally disruptive and something i am adjusting to,Academic Stress,2,0.16,2.16,low
my module outline was updated mid-semester and i missed the announcement and had to scramble to catch up but i have sorted it now,Academic Stress,2,0.16,2.16,low
i feel like this semester has gone by very fast and i am not sure i have made the most of it but nothing specific is wrong and i am generally doing okay,Mental Health,2,0.16,2.16,low
I am not sure which citation format my department uses for research papers and I keep mixing up APA and Harvard and I need clarification before I submit my next assignment,Academic Stress,2,0.15,2.15,low
I need help deciding between two elective modules and I am not sure which one will be more useful for my career path and I would appreciate some guidance from an advisor,Academic Guidance,2,0.15,2.15,low
I misread a due date and submitted an assignment a day early thinking it was late and now I feel a bit embarrassed but it turned out fine and the assignment has been accepted,Academic Stress,2,0.15,2.15,low
my study habits need improvement and I know it but I am not sure where to start and I would appreciate some general guidance on effective revision strategies,Academic Guidance,2,0.15,2.15,low
I need to find a good note-taking app because my current system is not working well and I spend too much time searching for information when I revise,Academic Stress,2,0.15,2.15,low
my landlord is a bit slow to respond to messages but nothing is broken and the accommodation is generally fine it just requires a bit of patience,Housing Issues,2,0.15,2.15,low
I sometimes feel like the campus is too big and I waste time walking between buildings and I am still figuring out the most efficient routes to my regular venues,Academic Stress,2,0.15,2.15,low
